"Customer ID","Age","Gender","Purchase Amount (USD)","Item Purchased","Category","Size","Color","Season","Location","Frequency of Purchases","Previous Purchases","Shipping Type","Payment Method","Promo Code Used","Subscription Status","Rating Category","Rating"
"204","70","Male","38","Scarf","Accessories","S","Yellow","Fall","Indiana","Weekly","18","Next Day Air","Bank Transfer","True","True","Low","3.2"
"205","24","Male","100","Sneakers","Footwear","M","Yellow","Fall","Arizona","Bi-Weekly","35","Store Pickup","Cash","True","True","Medium","4.0"
"206","67","Male","64","Shirt","Clothing","M","Silver","Winter","Hawaii","Weekly","25","Standard","Paypal","True","True","Low","3.0"
"207","24","Male","55","T-Shirt","Clothing","L","Silver","Summer","Wisconsin","Fortnightly","6","Free Shipping","Venmo","True","True","Medium","4.2"
"208","62","Male","91","Gloves","Accessories","M","Silver","Summer","Rhode Island","Bi-Weekly","17","Express","Bank Transfer","True","True","Low","2.9"
"209","57","Male","38","Skirt","Clothing","M","Gold","Spring","Wisconsin","Monthly","17","Store Pickup","Credit Card","True","True","Medium","4.1"
"210","55","Male","97","Sandals","Footwear","S","Olive","Winter","Minnesota","Every 3 Months","44","Store Pickup","Cash","True","True","Low","3.2"
"211","45","Male","22","Jacket","Outerwear","L","Teal","Fall","Vermont","Fortnightly","6","2-Day Shipping","Paypal","True","True","Low","3.0"
"212","69","Male","92","Skirt","Clothing","L","Maroon","Fall","South Dakota","Fortnightly","45","2-Day Shipping","Debit Card","True","True","Medium","4.2"
"213","67","Male","84","Handbag","Accessories","L","Blue","Fall","Virginia","Annually","7","Express","Debit Card","True","True","Medium","4.2"
"214","30","Male","93","Handbag","Accessories","L","Peach","Fall","Nevada","Every 3 Months","11","Store Pickup","Debit Card","True","True","Medium","4.4"
"215","24","Male","50","Jacket","Outerwear","L","Blue","Summer","Hawaii","Every 3 Months","41","Next Day Air","Cash","True","True","Medium","4.2"
"216","62","Male","64","Scarf","Accessories","S","Orange","Spring","New Jersey","Bi-Weekly","24","2-Day Shipping","Paypal","True","True","Low","2.8"
"217","43","Male","61","Shorts","Clothing","L","Yellow","Spring","Massachusetts","Weekly","21","Free Shipping","Venmo","True","True","Medium","3.7"
"218","35","Male","48","Sunglasses","Accessories","M","Purple","Winter","Oklahoma","Annually","24","Next Day Air","Bank Transfer","True","True","Low","3.5"
"219","28","Male","45","T-Shirt","Clothing","S","Magenta","Spring","California","Quarterly","8","Store Pickup","Credit Card","True","True","Low","2.9"
"220","32","Male","88","Belt","Accessories","M","Cyan","Spring","Nevada","Fortnightly","12","Free Shipping","Cash","True","True","Low","3.0"
"221","39","Male","57","Sneakers","Footwear","S","Indigo","Spring","Arizona","Fortnightly","48","Express","Debit Card","True","True","Medium","3.7"
"222","28","Male","68","Hat","Accessories","Xl","Magenta","Summer","North Carolina","Quarterly","6","Store Pickup","Bank Transfer","True","True","Medium","4.4"
"223","47","Male","94","Gloves","Accessories","Xl","Gray","Spring","New York","Fortnightly","14","2-Day Shipping","Paypal","True","True","Medium","4.5"
"224","20","Male","41","Pants","Clothing","M","Turquoise","Spring","Wyoming","Annually","34","Free Shipping","Paypal","True","True","High","4.8"
"225","63","Male","83","Socks","Clothing","S","Beige","Summer","South Dakota","Every 3 Months","12","Free Shipping","Cash","True","True","Low","2.9"
"226","25","Male","22","Jacket","Outerwear","M","Olive","Spring","Arkansas","Annually","11","Next Day Air","Bank Transfer","True","True","Low","3.2"
"227","29","Male","74","Shoes","Footwear","L","Violet","Spring","Texas","Monthly","5","Free Shipping","Paypal","True","True","Low","3.3"
"228","50","Male","90","Jeans","Clothing","M","Turquoise","Winter","Rhode Island","Fortnightly","25","Standard","Venmo","True","True","Medium","4.2"
"229","18","Male","79","Socks","Clothing","M","White","Spring","New Hampshire","Annually","11","Store Pickup","Credit Card","True","True","Low","2.9"
"230","70","Male","28","Sandals","Footwear","S","Silver","Spring","Ohio","Every 3 Months","27","Next Day Air","Paypal","True","True","High","4.6"
"231","66","Male","88","Scarf","Accessories","L","Olive","Fall","Utah","Annually","43","Standard","Credit Card","True","True","Medium","4.1"
"232","28","Male","26","Blouse","Clothing","M","Blue","Spring","Tennessee","Every 3 Months","18","2-Day Shipping","Debit Card","True","True","Low","3.1"
"233","54","Male","27","Jewelry","Accessories","L","Purple","Winter","Hawaii","Bi-Weekly","32","Express","Bank Transfer","True","True","Medium","4.2"
"234","19","Male","83","Sweater","Clothing","Xl","Yellow","Fall","Arizona","Every 3 Months","27","Next Day Air","Bank Transfer","True","True","Medium","4.5"
"235","20","Male","39","Gloves","Accessories","S","Silver","Summer","South Dakota","Weekly","24","Next Day Air","Credit Card","True","True","Medium","3.7"
"236","43","Male","89","Sunglasses","Accessories","M","Cyan","Winter","New Jersey","Quarterly","31","Free Shipping","Debit Card","True","True","Medium","3.7"
"237","38","Male","68","Coat","Outerwear","L","Green","Winter","North Dakota","Fortnightly","39","Next Day Air","Paypal","True","True","Low","3.4"
"238","50","Male","90","Dress","Clothing","M","Beige","Summer","Iowa","Fortnightly","36","Store Pickup","Debit Card","True","True","Low","3.0"
"239","64","Male","34","Skirt","Clothing","M","Peach","Fall","Ohio","Annually","5","Free Shipping","Cash","True","True","Medium","4.2"
"240","49","Male","51","Pants","Clothing","L","Yellow","Summer","Vermont","Bi-Weekly","47","Express","Credit Card","True","True","Low","2.9"
"241","47","Male","45","Sweater","Clothing","Xl","Turquoise","Winter","Montana","Fortnightly","29","Free Shipping","Bank Transfer","True","True","Low","3.5"
"242","36","Male","88","Hoodie","Clothing","M","Peach","Winter","Delaware","Bi-Weekly","43","Free Shipping","Venmo","True","True","Medium","4.1"
"243","55","Male","85","Coat","Outerwear","L","Gray","Summer","New York","Every 3 Months","40","Store Pickup","Debit Card","True","True","Medium","4.3"
"244","25","Male","100","Jewelry","Accessories","M","Olive","Winter","Kentucky","Monthly","4","2-Day Shipping","Debit Card","True","True","Low","2.8"
"245","53","Male","42","Belt","Accessories","S","Indigo","Spring","Oregon","Weekly","39","2-Day Shipping","Paypal","True","True","High","4.9"
"246","49","Male","53","Sandals","Footwear","L","Charcoal","Summer","Rhode Island","Fortnightly","45","Next Day Air","Venmo","True","True","Low","3.3"
"247","35","Male","86","Sunglasses","Accessories","Xl","Beige","Spring","Nevada","Bi-Weekly","20","Express","Venmo","True","True","Low","3.2"
"248","29","Male","66","Sweater","Clothing","Xl","Brown","Spring","Montana","Weekly","14","Standard","Debit Card","True","True","Medium","4.4"
"249","47","Male","100","Belt","Accessories","M","Blue","Winter","Pennsylvania","Weekly","33","Express","Paypal","True","True","High","4.8"
"250","53","Male","47","Handbag","Accessories","S","Teal","Fall","Alaska","Annually","18","Standard","Credit Card","True","True","Medium","4.2"
"251","33","Male","25","Skirt","Clothing","L","Black","Fall","Mississippi","Weekly","9","Express","Bank Transfer","True","True","Medium","4.0"
"252","21","Male","51","Handbag","Accessories","Xl","Gold","Winter","Wyoming","Annually","34","Standard","Paypal","True","True","Low","2.5"
"253","32","Male","41","Shorts","Clothing","M","Violet","Summer","Delaware","Fortnightly","33","Free Shipping","Venmo","True","True","Medium","3.9"
"254","52","Male","73","Boots","Footwear","L","Cyan","Winter","Oklahoma","Bi-Weekly","15","2-Day Shipping","Bank Transfer","True","True","High","4.9"
"255","67","Male","42","Sunglasses","Accessories","M","White","Winter","Indiana","Bi-Weekly","4","Store Pickup","Paypal","True","True","Low","3.5"
"256","43","Male","20","Scarf","Accessories","M","Charcoal","Spring","Maryland","Annually","25","Free Shipping","Debit Card","True","True","Medium","4.2"
"257","58","Male","30","Jewelry","Accessories","Xl","Violet","Spring","South Dakota","Every 3 Months","20","Express","Credit Card","True","True","High","4.7"
"258","20","Male","53","Handbag","Accessories","M","Red","Summer","West Virginia","Quarterly","5","Express","Credit Card","True","True","Medium","4.5"
"259","61","Male","74","Gloves","Accessories","S","Lavender","Spring","Alabama","Quarterly","16","Express","Cash","True","True","Low","2.8"
"260","32","Male","57","Jeans","Clothing","M","Gold","Fall","Louisiana","Annually","13","Standard","Debit Card","True","True","Low","2.9"
"261","38","Male","57","Hat","Accessories","S","Red","Winter","Montana","Every 3 Months","11","2-Day Shipping","Credit Card","True","True","Low","3.2"
"262","21","Male","77","Jeans","Clothing","L","Magenta","Winter","California","Annually","21","Standard","Credit Card","True","True","High","4.9"
"263","37","Male","40","Pants","Clothing","M","Teal","Summer","Hawaii","Annually","6","Next Day Air","Debit Card","True","True","Medium","3.7"
"264","27","Male","46","Shorts","Clothing","M","Purple","Summer","Iowa","Monthly","29","Store Pickup","Venmo","True","True","Medium","4.3"
"265","36","Male","78","Pants","Clothing","S","Charcoal","Fall","Colorado","Annually","15","Store Pickup","Cash","True","True","Medium","3.9"
"266","32","Male","59","Backpack","Accessories","M","Gray","Spring","Michigan","Bi-Weekly","17","2-Day Shipping","Bank Transfer","True","True","Low","3.2"
"267","51","Male","75","Jewelry","Accessories","L","White","Summer","Louisiana","Weekly","32","Express","Credit Card","True","True","Low","3.1"
"268","64","Male","54","Sweater","Clothing","M","Olive","Spring","Maryland","Annually","42","2-Day Shipping","Venmo","True","True","Medium","3.9"
"269","68","Male","42","Shoes","Footwear","M","Charcoal","Spring","Georgia","Monthly","21","Store Pickup","Cash","True","True","Low","2.6"
"270","68","Male","44","Blouse","Clothing","M","Charcoal","Winter","Georgia","Bi-Weekly","9","Next Day Air","Cash","True","True","Low","3.3"
"271","33","Male","52","Jeans","Clothing","Xl","Orange","Fall","North Dakota","Annually","16","Free Shipping","Bank Transfer","True","True","High","4.6"
"272","65","Male","69","Sunglasses","Accessories","Xl","Yellow","Summer","Maryland","Fortnightly","42","Express","Credit Card","True","True","High","4.6"
"273","48","Male","26","Jewelry","Accessories","M","Beige","Summer","Oregon","Bi-Weekly","37","2-Day Shipping","Debit Card","True","True","Medium","4.4"
"274","69","Male","33","Coat","Outerwear","S","Silver","Spring","North Dakota","Quarterly","32","Express","Debit Card","True","True","Medium","4.2"
"275","59","Male","32","Jewelry","Accessories","M","Indigo","Spring","Maryland","Bi-Weekly","28","Express","Cash","True","True","Low","3.0"
"276","48","Male","85","Backpack","Accessories","Xl","Lavender","Winter","Virginia","Weekly","13","Express","Credit Card","True","True","Medium","4.0"
"277","25","Male","30","Skirt","Clothing","Xl","Turquoise","Fall","South Dakota","Fortnightly","11","Express","Bank Transfer","True","True","Low","3.5"
"278","29","Male","29","Shirt","Clothing","M","Green","Winter","Georgia","Bi-Weekly","36","Store Pickup","Bank Transfer","True","True","Low","3.0"
"279","57","Male","95","Sweater","Clothing","M","Orange","Spring","Hawaii","Annually","23","Express","Debit Card","True","True","Medium","3.7"
"280","23","Male","69","Sneakers","Footwear","L","Turquoise","Summer","Arkansas","Monthly","37","Standard","Bank Transfer","True","True","Medium","4.0"
"281","45","Male","69","Sandals","Footwear","S","Cyan","Fall","Montana","Bi-Weekly","21","2-Day Shipping","Cash","True","True","Medium","4.2"
"282","38","Male","61","Belt","Accessories","Xl","Charcoal","Spring","Oklahoma","Bi-Weekly","22","Standard","Debit Card","True","True","Low","2.5"
"283","21","Male","94","Skirt","Clothing","M","Teal","Summer","Minnesota","Monthly","9","2-Day Shipping","Cash","True","True","Low","3.0"
"284","32","Male","30","Sweater","Clothing","S","Maroon","Fall","Montana","Annually","16","Next Day Air","Venmo","True","True","Low","3.2"
"285","63","Male","45","Skirt","Clothing","M","Red","Summer","Ohio","Quarterly","4","Standard","Paypal","True","True","Low","3.5"
"286","29","Male","39","Handbag","Accessories","Xl","Yellow","Summer","Kentucky","Bi-Weekly","3","Express","Debit Card","True","True","High","4.8"
"287","27","Male","51","Jewelry","Accessories","L","Gray","Summer","Nebraska","Annually","6","Store Pickup","Debit Card","True","True","Low","2.6"
"288","56","Male","37","Scarf","Accessories","L","Blue","Spring","Delaware","Fortnightly","18","2-Day Shipping","Venmo","True","True","Low","3.4"
"289","30","Male","62","T-Shirt","Clothing","M","Lavender","Winter","North Carolina","Bi-Weekly","34","2-Day Shipping","Venmo","True","True","Medium","3.7"
"290","49","Male","85","Coat","Outerwear","M","Yellow","Fall","New York","Monthly","26","2-Day Shipping","Credit Card","True","True","Medium","4.5"
"291","58","Male","33","T-Shirt","Clothing","M","Indigo","Winter","Colorado","Weekly","50","Standard","Paypal","True","True","Medium","3.7"
"292","57","Male","26","Dress","Clothing","Xl","Violet","Fall","Delaware","Monthly","40","Next Day Air","Bank Transfer","True","True","Low","3.3"
"293","60","Male","99","Shoes","Footwear","M","Green","Spring","Utah","Quarterly","24","Free Shipping","Cash","True","True","High","4.7"
"294","69","Male","39","Handbag","Accessories","M","White","Spring","Connecticut","Annually","33","Express","Paypal","True","True","Low","2.7"
"295","70","Male","20","Skirt","Clothing","M","Gold","Spring","New Jersey","Every 3 Months","19","Store Pickup","Credit Card","True","True","High","4.6"
"296","53","Male","42","Sunglasses","Accessories","M","Indigo","Winter","West Virginia","Quarterly","24","Store Pickup","Credit Card","True","True","Low","2.7"
"297","25","Male","74","Sandals","Footwear","S","Lavender","Spring","Indiana","Weekly","19","2-Day Shipping","Credit Card","True","True","High","4.8"
"298","48","Male","26","Shoes","Footwear","Xl","Purple","Summer","Delaware","Bi-Weekly","4","Standard","Credit Card","True","True","Medium","4.4"
"299","69","Male","53","T-Shirt","Clothing","M","Lavender","Winter","Maryland","Every 3 Months","11","Standard","Venmo","True","True","Medium","4.0"
"300","25","Male","80","Sneakers","Footwear","M","Maroon","Summer","Pennsylvania","Fortnightly","28","Next Day Air","Paypal","True","True","Low","3.2"
"301","29","Male","98","Hat","Accessories","M","Teal","Spring","Iowa","Weekly","24","Store Pickup","Paypal","True","True","Medium","4.4"
"302","46","Male","95","Skirt","Clothing","M","Green","Spring","Pennsylvania","Every 3 Months","25","Standard","Credit Card","True","True","Medium","3.8"
"303","37","Male","44","Sweater","Clothing","L","Olive","Summer","Delaware","Every 3 Months","27","Express","Bank Transfer","True","True","Medium","3.6"
"304","20","Male","60","Sandals","Footwear","M","Turquoise","Summer","Oregon","Weekly","49","Next Day Air","Venmo","True","True","Low","3.3"
"305","40","Male","84","Dress","Clothing","M","Green","Winter","Oregon","Bi-Weekly","45","Next Day Air","Credit Card","True","True","Low","3.4"
"306","60","Male","59","Sweater","Clothing","M","Teal","Fall","Utah","Annually","26","2-Day Shipping","Paypal","True","True","Low","3.5"
"307","26","Male","49","Jacket","Outerwear","S","White","Summer","North Dakota","Annually","4","Express","Cash","True","True","Medium","3.6"
